cohort_week,weeks_since_signup,active_users,cohort_size,retention_pct
2025-02-02 18:30:00+00:00,9,550,696,79.0
2025-02-02 18:30:00+00:00,10,419,696,60.2
2025-02-02 18:30:00+00:00,11,542,696,77.9
2025-02-02 18:30:00+00:00,12,530,696,76.1
2025-02-09 18:30:00+00:00,0,716,740,96.8
2025-02-09 18:30:00+00:00,1,691,740,93.4
2025-02-09 18:30:00+00:00,2,643,740,86.9
2025-02-09 18:30:00+00:00,3,608,740,82.2
2025-02-09 18:30:00+00:00,4,590,740,79.7
2025-02-09 18:30:00+00:00,5,572,740,77.3
2025-02-09 18:30:00+00:00,6,555,740,75.0
2025-02-09 18:30:00+00:00,7,575,740,77.7
2025-02-09 18:30:00+00:00,8,558,740,75.4
2025-02-09 18:30:00+00:00,9,439,740,59.3
2025-02-09 18:30:00+00:00,10,560,740,75.7
2025-02-09 18:30:00+00:00,11,565,740,76.4
2025-02-09 18:30:00+00:00,12,580,740,78.4
2025-02-16 18:30:00+00:00,0,726,764,95.0
2025-02-16 18:30:00+00:00,1,723,764,94.6
2025-02-16 18:30:00+00:00,2,664,764,86.9
2025-02-16 18:30:00+00:00,3,610,764,79.8
2025-02-16 18:30:00+00:00,4,595,764,77.9
2025-02-16 18:30:00+00:00,5,596,764,78.0
2025-02-16 18:30:00+00:00,6,590,764,77.2
2025-02-16 18:30:00+00:00,7,588,764,77.0
2025-02-16 18:30:00+00:00,8,495,764,64.8
2025-02-16 18:30:00+00:00,9,598,764,78.3
2025-02-16 18:30:00+00:00,10,598,764,78.3
2025-02-16 18:30:00+00:00,11,603,764,78.9
2025-02-16 18:30:00+00:00,12,592,764,77.5
2025-02-23 18:30:00+00:00,0,746,780,95.6
2025-02-23 18:30:00+00:00,1,721,780,92.4
2025-02-23 18:30:00+00:00,2,687,780,88.1
2025-02-23 18:30:00+00:00,3,615,780,78.8
2025-02-23 18:30:00+00:00,4,611,780,78.3
2025-02-23 18:30:00+00:00,5,576,780,73.8
2025-02-23 18:30:00+00:00,6,589,780,75.5
2025-02-23 18:30:00+00:00,7,476,780,61.0
2025-02-23 18:30:00+00:00,8,586,780,75.1
2025-02-23 18:30:00+00:00,9,581,780,74.5
2025-02-23 18:30:00+00:00,10,593,780,76.0
2025-02-23 18:30:00+00:00,11,596,780,76.4
2025-02-23 18:30:00+00:00,12,611,780,78.3
2025-03-02 18:30:00+00:00,0,742,783,94.8
2025-03-02 18:30:00+00:00,1,748,783,95.5
2025-03-02 18:30:00+00:00,2,671,783,85.7
2025-03-02 18:30:00+00:00,3,622,783,79.4
2025-03-02 18:30:00+00:00,4,612,783,78.2
2025-03-02 18:30:00+00:00,5,598,783,76.4
2025-03-02 18:30:00+00:00,6,459,783,58.6
2025-03-02 18:30:00+00:00,7,600,783,76.6
2025-03-02 18:30:00+00:00,8,596,783,76.1
2025-03-02 18:30:00+00:00,9,599,783,76.5
2025-03-02 18:30:00+00:00,10,593,783,75.7
2025-03-02 18:30:00+00:00,11,586,783,74.8
2025-03-02 18:30:00+00:00,12,606,783,77.4
2025-03-09 18:30:00+00:00,0,801,840,95.4
2025-03-09 18:30:00+00:00,1,792,840,94.3
2025-03-09 18:30:00+00:00,2,738,840,87.9
2025-03-09 18:30:00+00:00,3,672,840,80.0
2025-03-09 18:30:00+00:00,4,647,840,77.0
2025-03-09 18:30:00+00:00,5,521,840,62.0
2025-03-09 18:30:00+00:00,6,651,840,77.5
2025-03-09 18:30:00+00:00,7,642,840,76.4
2025-03-09 18:30:00+00:00,8,658,840,78.3
2025-03-09 18:30:00+00:00,9,641,840,76.3
2025-03-09 18:30:00+00:00,10,635,840,75.6
2025-03-09 18:30:00+00:00,11,650,840,77.4
2025-03-09 18:30:00+00:00,12,645,840,76.8
2025-03-16 18:30:00+00:00,0,783,825,94.9
2025-03-16 18:30:00+00:00,1,783,825,94.9
2025-03-16 18:30:00+00:00,2,707,825,85.7
2025-03-16 18:30:00+00:00,3,652,825,79.0
2025-03-16 18:30:00+00:00,4,509,825,61.7
2025-03-16 18:30:00+00:00,5,647,825,78.4
2025-03-16 18:30:00+00:00,6,626,825,75.9
2025-03-16 18:30:00+00:00,7,634,825,76.8
2025-03-16 18:30:00+00:00,8,626,825,75.9
2025-03-16 18:30:00+00:00,9,629,825,76.2
2025-03-16 18:30:00+00:00,10,621,825,75.3
2025-03-16 18:30:00+00:00,11,634,825,76.8
2025-03-16 18:30:00+00:00,12,628,825,76.1
2025-03-23 18:30:00+00:00,0,775,804,96.4
2025-03-23 18:30:00+00:00,1,762,804,94.8
2025-03-23 18:30:00+00:00,2,682,804,84.8
2025-03-23 18:30:00+00:00,3,542,804,67.4
2025-03-23 18:30:00+00:00,4,627,804,78.0
2025-03-23 18:30:00+00:00,5,610,804,75.9
2025-03-23 18:30:00+00:00,6,627,804,78.0
2025-03-23 18:30:00+00:00,7,643,804,80.0
2025-03-23 18:30:00+00:00,8,629,804,78.2
2025-03-23 18:30:00+00:00,9,624,804,77.6
2025-03-23 18:30:00+00:00,10,610,804,75.9
2025-03-23 18:30:00+00:00,11,645,804,80.2
2025-03-23 18:30:00+00:00,12,633,804,78.7
2025-03-30 18:30:00+00:00,0,758,801,94.6
2025-03-30 18:30:00+00:00,1,756,801,94.4
2025-03-30 18:30:00+00:00,2,555,801,69.3
2025-03-30 18:30:00+00:00,3,645,801,80.5
2025-03-30 18:30:00+00:00,4,631,801,78.8
2025-03-30 18:30:00+00:00,5,622,801,77.7
2025-03-30 18:30:00+00:00,6,612,801,76.4
2025-03-30 18:30:00+00:00,7,598,801,74.7
2025-03-30 18:30:00+00:00,8,625,801,78.0
2025-03-30 18:30:00+00:00,9,618,801,77.2
2025-03-30 18:30:00+00:00,10,639,801,79.8
2025-03-30 18:30:00+00:00,11,608,801,75.9
2025-03-30 18:30:00+00:00,12,617,801,77.0
2025-04-06 18:30:00+00:00,0,770,808,95.3
2025-04-06 18:30:00+00:00,1,702,808,86.9
2025-04-06 18:30:00+00:00,2,701,808,86.8
2025-04-06 18:30:00+00:00,3,680,808,84.2
2025-04-06 18:30:00+00:00,4,646,808,80.0
2025-04-06 18:30:00+00:00,5,629,808,77.8
2025-04-06 18:30:00+00:00,6,628,808,77.7
2025-04-06 18:30:00+00:00,7,656,808,81.2
2025-04-06 18:30:00+00:00,8,622,808,77.0
2025-04-06 18:30:00+00:00,9,624,808,77.2
2025-04-06 18:30:00+00:00,10,646,808,80.0
2025-04-06 18:30:00+00:00,11,643,808,79.6
2025-04-06 18:30:00+00:00,12,616,808,76.2
2025-04-13 18:30:00+00:00,0,715,861,83.0
2025-04-13 18:30:00+00:00,1,825,861,95.8
2025-04-13 18:30:00+00:00,2,740,861,85.9
2025-04-13 18:30:00+00:00,3,714,861,82.9
2025-04-13 18:30:00+00:00,4,683,861,79.3
2025-04-13 18:30:00+00:00,5,685,861,79.6
2025-04-13 18:30:00+00:00,6,656,861,76.2
2025-04-13 18:30:00+00:00,7,678,861,78.7
2025-04-13 18:30:00+00:00,8,666,861,77.4
2025-04-13 18:30:00+00:00,9,662,861,76.9
2025-04-13 18:30:00+00:00,10,662,861,76.9
2025-04-13 18:30:00+00:00,11,679,861,78.9
2025-04-13 18:30:00+00:00,12,682,861,79.2
2025-04-20 18:30:00+00:00,0,841,880,95.6
2025-04-20 18:30:00+00:00,1,830,880,94.3
2025-04-20 18:30:00+00:00,2,770,880,87.5
2025-04-20 18:30:00+00:00,3,705,880,80.1
2025-04-20 18:30:00+00:00,4,674,880,76.6
2025-04-20 18:30:00+00:00,5,678,880,77.0
2025-04-20 18:30:00+00:00,6,676,880,76.8
2025-04-20 18:30:00+00:00,7,668,880,75.9
2025-04-20 18:30:00+00:00,8,683,880,77.6
2025-04-20 18:30:00+00:00,9,673,880,76.5
2025-04-20 18:30:00+00:00,10,680,880,77.3
2025-04-20 18:30:00+00:00,11,682,880,77.5
2025-04-20 18:30:00+00:00,12,699,880,79.4
2025-04-27 18:30:00+00:00,0,823,862,95.5
2025-04-27 18:30:00+00:00,1,818,862,94.9
2025-04-27 18:30:00+00:00,2,745,862,86.4
2025-04-27 18:30:00+00:00,3,686,862,79.6
2025-04-27 18:30:00+00:00,4,684,862,79.4
2025-04-27 18:30:00+00:00,5,654,862,75.9
2025-04-27 18:30:00+00:00,6,673,862,78.1
2025-04-27 18:30:00+00:00,7,674,862,78.2
2025-04-27 18:30:00+00:00,8,656,862,76.1
2025-04-27 18:30:00+00:00,9,660,862,76.6
2025-04-27 18:30:00+00:00,10,673,862,78.1
2025-04-27 18:30:00+00:00,11,654,862,75.9
2025-04-27 18:30:00+00:00,12,677,862,78.5
2025-05-04 18:30:00+00:00,0,888,933,95.2
2025-05-04 18:30:00+00:00,1,880,933,94.3
2025-05-04 18:30:00+00:00,2,801,933,85.9
2025-05-04 18:30:00+00:00,3,743,933,79.6
2025-05-04 18:30:00+00:00,4,728,933,78.0
2025-05-04 18:30:00+00:00,5,716,933,76.7
2025-05-04 18:30:00+00:00,6,719,933,77.1
2025-05-04 18:30:00+00:00,7,737,933,79.0
2025-05-04 18:30:00+00:00,8,717,933,76.8
2025-05-04 18:30:00+00:00,9,720,933,77.2
2025-05-04 18:30:00+00:00,10,733,933,78.6
2025-05-04 18:30:00+00:00,11,703,933,75.3
2025-05-04 18:30:00+00:00,12,728,933,78.0
2025-05-11 18:30:00+00:00,0,841,880,95.6
2025-05-11 18:30:00+00:00,1,832,880,94.5
2025-05-11 18:30:00+00:00,2,748,880,85.0
2025-05-11 18:30:00+00:00,3,714,880,81.1
2025-05-11 18:30:00+00:00,4,680,880,77.3
2025-05-11 18:30:00+00:00,5,686,880,78.0
2025-05-11 18:30:00+00:00,6,687,880,78.1
2025-05-11 18:30:00+00:00,7,674,880,76.6
2025-05-11 18:30:00+00:00,8,673,880,76.5
2025-05-11 18:30:00+00:00,9,668,880,75.9
2025-05-11 18:30:00+00:00,10,662,880,75.2
2025-05-11 18:30:00+00:00,11,683,880,77.6
2025-05-11 18:30:00+00:00,12,675,880,76.7
2025-05-18 18:30:00+00:00,0,833,878,94.9
2025-05-18 18:30:00+00:00,1,816,878,92.9
2025-05-18 18:30:00+00:00,2,749,878,85.3
2025-05-18 18:30:00+00:00,3,702,878,80.0
2025-05-18 18:30:00+00:00,4,670,878,76.3
2025-05-18 18:30:00+00:00,5,668,878,76.1
2025-05-18 18:30:00+00:00,6,669,878,76.2
2025-05-18 18:30:00+00:00,7,688,878,78.4
2025-05-18 18:30:00+00:00,8,670,878,76.3
2025-05-18 18:30:00+00:00,9,672,878,76.5
2025-05-18 18:30:00+00:00,10,662,878,75.4
2025-05-18 18:30:00+00:00,11,674,878,76.8
2025-05-18 18:30:00+00:00,12,668,878,76.1
2025-05-25 18:30:00+00:00,0,857,918,93.4
2025-05-25 18:30:00+00:00,1,883,918,96.2
2025-05-25 18:30:00+00:00,2,809,918,88.1
2025-05-25 18:30:00+00:00,3,736,918,80.2
2025-05-25 18:30:00+00:00,4,721,918,78.5
2025-05-25 18:30:00+00:00,5,730,918,79.5
2025-05-25 18:30:00+00:00,6,704,918,76.7
2025-05-25 18:30:00+00:00,7,703,918,76.6
2025-05-25 18:30:00+00:00,8,718,918,78.2
2025-05-25 18:30:00+00:00,9,730,918,79.5
2025-05-25 18:30:00+00:00,10,713,918,77.7
2025-05-25 18:30:00+00:00,11,716,918,78.0
2025-05-25 18:30:00+00:00,12,706,918,76.9
2025-06-01 18:30:00+00:00,0,1210,1253,96.6
2025-06-01 18:30:00+00:00,1,1190,1253,95.0
2025-06-01 18:30:00+00:00,2,1076,1253,85.9
2025-06-01 18:30:00+00:00,3,1004,1253,80.1
2025-06-01 18:30:00+00:00,4,945,1253,75.4
2025-06-01 18:30:00+00:00,5,964,1253,76.9
2025-06-01 18:30:00+00:00,6,957,1253,76.4
2025-06-01 18:30:00+00:00,7,978,1253,78.1
2025-06-01 18:30:00+00:00,8,954,1253,76.1
2025-06-01 18:30:00+00:00,9,935,1253,74.6
2025-06-01 18:30:00+00:00,10,970,1253,77.4
2025-06-01 18:30:00+00:00,11,964,1253,76.9
2025-06-01 18:30:00+00:00,12,915,1253,73.0
2025-06-08 18:30:00+00:00,0,1283,1332,96.3
2025-06-08 18:30:00+00:00,1,1266,1332,95.0
2025-06-08 18:30:00+00:00,2,1150,1332,86.3
2025-06-08 18:30:00+00:00,3,1077,1332,80.9
2025-06-08 18:30:00+00:00,4,1031,1332,77.4
2025-06-08 18:30:00+00:00,5,1042,1332,78.2
2025-06-08 18:30:00+00:00,6,1040,1332,78.1
2025-06-08 18:30:00+00:00,7,1017,1332,76.4
2025-06-08 18:30:00+00:00,8,1036,1332,77.8
2025-06-08 18:30:00+00:00,9,1015,1332,76.2
2025-06-08 18:30:00+00:00,10,1037,1332,77.9
2025-06-08 18:30:00+00:00,11,1024,1332,76.9
2025-06-08 18:30:00+00:00,12,1040,1332,78.1
2025-06-15 18:30:00+00:00,0,1225,1276,96.0
2025-06-15 18:30:00+00:00,1,1209,1276,94.7
2025-06-15 18:30:00+00:00,2,1100,1276,86.2
2025-06-15 18:30:00+00:00,3,1036,1276,81.2
2025-06-15 18:30:00+00:00,4,997,1276,78.1
2025-06-15 18:30:00+00:00,5,1001,1276,78.4
2025-06-15 18:30:00+00:00,6,987,1276,77.4
2025-06-15 18:30:00+00:00,7,980,1276,76.8
2025-06-15 18:30:00+00:00,8,992,1276,77.7
2025-06-15 18:30:00+00:00,9,989,1276,77.5
2025-06-15 18:30:00+00:00,10,978,1276,76.6
2025-06-15 18:30:00+00:00,11,970,1276,76.0
2025-06-15 18:30:00+00:00,12,999,1276,78.3
2025-06-22 18:30:00+00:00,0,1289,1346,95.8
2025-06-22 18:30:00+00:00,1,1281,1346,95.2
2025-06-22 18:30:00+00:00,2,1159,1346,86.1
2025-06-22 18:30:00+00:00,3,1081,1346,80.3
2025-06-22 18:30:00+00:00,4,1051,1346,78.1
2025-06-22 18:30:00+00:00,5,1050,1346,78.0
2025-06-22 18:30:00+00:00,6,1035,1346,76.9
2025-06-22 18:30:00+00:00,7,1062,1346,78.9
2025-06-22 18:30:00+00:00,8,1033,1346,76.7
2025-06-22 18:30:00+00:00,9,1026,1346,76.2
2025-06-22 18:30:00+00:00,10,1052,1346,78.2
2025-06-22 18:30:00+00:00,11,1044,1346,77.6
2025-06-22 18:30:00+00:00,12,1035,1346,76.9
2025-06-29 18:30:00+00:00,0,1044,1093,95.5
2025-06-29 18:30:00+00:00,1,1026,1093,93.9
2025-06-29 18:30:00+00:00,2,947,1093,86.6
2025-06-29 18:30:00+00:00,3,874,1093,80.0
2025-06-29 18:30:00+00:00,4,840,1093,76.9
2025-06-29 18:30:00+00:00,5,837,1093,76.6
2025-06-29 18:30:00+00:00,6,820,1093,75.0
2025-06-29 18:30:00+00:00,7,854,1093,78.1
2025-06-29 18:30:00+00:00,8,837,1093,76.6
2025-06-29 18:30:00+00:00,9,842,1093,77.0
2025-06-29 18:30:00+00:00,10,827,1093,75.7
2025-06-29 18:30:00+00:00,11,816,1093,74.7
2025-06-29 18:30:00+00:00,12,841,1093,76.9
2025-07-06 18:30:00+00:00,0,915,965,94.8
2025-07-06 18:30:00+00:00,1,905,965,93.8
2025-07-06 18:30:00+00:00,2,825,965,85.5
2025-07-06 18:30:00+00:00,3,757,965,78.4
2025-07-06 18:30:00+00:00,4,753,965,78.0
2025-07-06 18:30:00+00:00,5,740,965,76.7
2025-07-06 18:30:00+00:00,6,732,965,75.9
2025-07-06 18:30:00+00:00,7,704,965,73.0
2025-07-06 18:30:00+00:00,8,721,965,74.7
2025-07-06 18:30:00+00:00,9,727,965,75.3
2025-07-06 18:30:00+00:00,10,730,965,75.6
2025-07-06 18:30:00+00:00,11,724,965,75.0
2025-07-06 18:30:00+00:00,12,742,965,76.9
2025-07-13 18:30:00+00:00,0,900,951,94.6
2025-07-13 18:30:00+00:00,1,904,951,95.1
2025-07-13 18:30:00+00:00,2,823,951,86.5
2025-07-13 18:30:00+00:00,3,782,951,82.2
2025-07-13 18:30:00+00:00,4,721,951,75.8
2025-07-13 18:30:00+00:00,5,732,951,77.0
2025-07-13 18:30:00+00:00,6,720,951,75.7
2025-07-13 18:30:00+00:00,7,735,951,77.3
2025-07-13 18:30:00+00:00,8,708,951,74.4
2025-07-13 18:30:00+00:00,9,716,951,75.3
2025-07-13 18:30:00+00:00,10,741,951,77.9
2025-07-13 18:30:00+00:00,11,730,951,76.8
2025-07-13 18:30:00+00:00,12,722,951,75.9
2025-07-20 18:30:00+00:00,0,896,948,94.5
2025-07-20 18:30:00+00:00,1,889,948,93.8
2025-07-20 18:30:00+00:00,2,812,948,85.7
2025-07-20 18:30:00+00:00,3,777,948,82.0
2025-07-20 18:30:00+00:00,4,721,948,76.1
2025-07-20 18:30:00+00:00,5,719,948,75.8
2025-07-20 18:30:00+00:00,6,724,948,76.4
2025-07-20 18:30:00+00:00,7,725,948,76.5
2025-07-20 18:30:00+00:00,8,715,948,75.4
2025-07-20 18:30:00+00:00,9,727,948,76.7
2025-07-20 18:30:00+00:00,10,722,948,76.2
2025-07-20 18:30:00+00:00,11,713,948,75.2
2025-07-20 18:30:00+00:00,12,714,948,75.3
2025-07-27 18:30:00+00:00,0,932,984,94.7
2025-07-27 18:30:00+00:00,1,927,984,94.2
2025-07-27 18:30:00+00:00,2,831,984,84.5
2025-07-27 18:30:00+00:00,3,788,984,80.1
2025-07-27 18:30:00+00:00,4,764,984,77.6
2025-07-27 18:30:00+00:00,5,745,984,75.7
2025-07-27 18:30:00+00:00,6,741,984,75.3
2025-07-27 18:30:00+00:00,7,743,984,75.5
2025-07-27 18:30:00+00:00,8,767,984,77.9
2025-07-27 18:30:00+00:00,9,756,984,76.8
2025-07-27 18:30:00+00:00,10,746,984,75.8
2025-07-27 18:30:00+00:00,11,731,984,74.3
2025-07-27 18:30:00+00:00,12,734,984,74.6
2025-08-03 18:30:00+00:00,0,1029,1072,96.0
2025-08-03 18:30:00+00:00,1,1010,1072,94.2
2025-08-03 18:30:00+00:00,2,923,1072,86.1
2025-08-03 18:30:00+00:00,3,861,1072,80.3
2025-08-03 18:30:00+00:00,4,845,1072,78.8
2025-08-03 18:30:00+00:00,5,837,1072,78.1
2025-08-03 18:30:00+00:00,6,821,1072,76.6
2025-08-03 18:30:00+00:00,7,819,1072,76.4
2025-08-03 18:30:00+00:00,8,811,1072,75.7
2025-08-03 18:30:00+00:00,9,826,1072,77.1
2025-08-03 18:30:00+00:00,10,813,1072,75.8
2025-08-03 18:30:00+00:00,11,835,1072,77.9
2025-08-03 18:30:00+00:00,12,812,1072,75.7
2025-08-10 18:30:00+00:00,0,1010,1057,95.6
2025-08-10 18:30:00+00:00,1,990,1057,93.7
2025-08-10 18:30:00+00:00,2,917,1057,86.8
2025-08-10 18:30:00+00:00,3,853,1057,80.7
2025-08-10 18:30:00+00:00,4,835,1057,79.0
2025-08-10 18:30:00+00:00,5,813,1057,76.9
2025-08-10 18:30:00+00:00,6,791,1057,74.8
2025-08-10 18:30:00+00:00,7,811,1057,76.7
2025-08-10 18:30:00+00:00,8,820,1057,77.6
2025-08-10 18:30:00+00:00,9,816,1057,77.2
2025-08-10 18:30:00+00:00,10,807,1057,76.3
2025-08-10 18:30:00+00:00,11,826,1057,78.1
2025-08-10 18:30:00+00:00,12,819,1057,77.5
2025-08-17 18:30:00+00:00,0,1000,1056,94.7
2025-08-17 18:30:00+00:00,1,996,1056,94.3
2025-08-17 18:30:00+00:00,2,912,1056,86.4
2025-08-17 18:30:00+00:00,3,837,1056,79.3
2025-08-17 18:30:00+00:00,4,833,1056,78.9
2025-08-17 18:30:00+00:00,5,812,1056,76.9
2025-08-17 18:30:00+00:00,6,826,1056,78.2
2025-08-17 18:30:00+00:00,7,821,1056,77.7
2025-08-17 18:30:00+00:00,8,793,1056,75.1
2025-08-17 18:30:00+00:00,9,794,1056,75.2
2025-08-17 18:30:00+00:00,10,791,1056,74.9
2025-08-17 18:30:00+00:00,11,820,1056,77.7
2025-08-17 18:30:00+00:00,12,804,1056,76.1
2025-08-24 18:30:00+00:00,0,1004,1052,95.4
2025-08-24 18:30:00+00:00,1,998,1052,94.9
2025-08-24 18:30:00+00:00,2,916,1052,87.1
2025-08-24 18:30:00+00:00,3,866,1052,82.3
2025-08-24 18:30:00+00:00,4,828,1052,78.7
2025-08-24 18:30:00+00:00,5,824,1052,78.3
2025-08-24 18:30:00+00:00,6,822,1052,78.1
2025-08-24 18:30:00+00:00,7,806,1052,76.6
2025-08-24 18:30:00+00:00,8,827,1052,78.6
2025-08-24 18:30:00+00:00,9,793,1052,75.4
2025-08-24 18:30:00+00:00,10,808,1052,76.8
2025-08-24 18:30:00+00:00,11,811,1052,77.1
2025-08-24 18:30:00+00:00,12,809,1052,76.9
2025-08-31 18:30:00+00:00,0,964,1013,95.2
2025-08-31 18:30:00+00:00,1,942,1013,93.0
2025-08-31 18:30:00+00:00,2,882,1013,87.1
2025-08-31 18:30:00+00:00,3,818,1013,80.8
2025-08-31 18:30:00+00:00,4,790,1013,78.0
2025-08-31 18:30:00+00:00,5,782,1013,77.2
2025-08-31 18:30:00+00:00,6,762,1013,75.2
2025-08-31 18:30:00+00:00,7,773,1013,76.3
2025-08-31 18:30:00+00:00,8,788,1013,77.8
2025-08-31 18:30:00+00:00,9,776,1013,76.6
2025-08-31 18:30:00+00:00,10,781,1013,77.1
2025-08-31 18:30:00+00:00,11,789,1013,77.9
2025-08-31 18:30:00+00:00,12,786,1013,77.6
2025-09-07 18:30:00+00:00,0,1016,1058,96.0
2025-09-07 18:30:00+00:00,1,987,1058,93.3
2025-09-07 18:30:00+00:00,2,892,1058,84.3
2025-09-07 18:30:00+00:00,3,856,1058,80.9
2025-09-07 18:30:00+00:00,4,837,1058,79.1
2025-09-07 18:30:00+00:00,5,800,1058,75.6
2025-09-07 18:30:00+00:00,6,812,1058,76.7
2025-09-07 18:30:00+00:00,7,824,1058,77.9
2025-09-07 18:30:00+00:00,8,805,1058,76.1
2025-09-07 18:30:00+00:00,9,794,1058,75.0
2025-09-07 18:30:00+00:00,10,799,1058,75.5
2025-09-07 18:30:00+00:00,11,814,1058,76.9
2025-09-07 18:30:00+00:00,12,805,1058,76.1
2025-09-14 18:30:00+00:00,0,1091,1135,96.1
2025-09-14 18:30:00+00:00,1,1081,1135,95.2
2025-09-14 18:30:00+00:00,2,954,1135,84.1
2025-09-14 18:30:00+00:00,3,913,1135,80.4
2025-09-14 18:30:00+00:00,4,894,1135,78.8
2025-09-14 18:30:00+00:00,5,889,1135,78.3
2025-09-14 18:30:00+00:00,6,887,1135,78.1
2025-09-14 18:30:00+00:00,7,871,1135,76.7
2025-09-14 18:30:00+00:00,8,876,1135,77.2
2025-09-14 18:30:00+00:00,9,863,1135,76.0
2025-09-14 18:30:00+00:00,10,862,1135,75.9
2025-09-14 18:30:00+00:00,11,869,1135,76.6
2025-09-14 18:30:00+00:00,12,885,1135,78.0
2025-09-21 18:30:00+00:00,0,1104,1152,95.8
2025-09-21 18:30:00+00:00,1,1099,1152,95.4
2025-09-21 18:30:00+00:00,2,974,1152,84.5
2025-09-21 18:30:00+00:00,3,939,1152,81.5
2025-09-21 18:30:00+00:00,4,919,1152,79.8
2025-09-21 18:30:00+00:00,5,887,1152,77.0
2025-09-21 18:30:00+00:00,6,887,1152,77.0
2025-09-21 18:30:00+00:00,7,885,1152,76.8
2025-09-21 18:30:00+00:00,8,899,1152,78.0
2025-09-21 18:30:00+00:00,9,877,1152,76.1
2025-09-21 18:30:00+00:00,10,900,1152,78.1
2025-09-21 18:30:00+00:00,11,900,1152,78.1
